,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
62451,Released,User_99,W_Call incomplete files,Workflow,Workitem_391834449,suspend,2016-02-17 08:19:28.695000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62452,Obtained,User_14,W_Call incomplete files,Workflow,Workitem_297950868,resume,2016-02-17 09:49:22.626000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62453,Deleted,User_14,W_Call incomplete files,Workflow,Workitem_2121233352,complete,2016-02-17 09:53:02.164000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62454,Created,User_14,W_Validate application,Workflow,Workitem_448602826,schedule,2016-02-17 09:53:02.174000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62455,Obtained,User_14,W_Validate application,Workflow,Workitem_781430676,start,2016-02-17 09:53:02.177000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62456,statechange,User_14,A_Validating,Application,ApplState_1129298329,complete,2016-02-17 09:53:02.249000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62457,Released,User_14,W_Validate application,Workflow,Workitem_86142709,suspend,2016-02-17 09:53:07.281000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62458,statechange,User_118,O_Accepted,Offer,OfferState_555956843,complete,2016-02-17 10:04:33.188000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,Offer_2079627534
62459,statechange,User_118,A_Pending,Application,ApplState_142942520,complete,2016-02-17 10:04:33.192000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62460,Deleted,User_118,W_Validate application,Workflow,Workitem_1059655872,ate_abort,2016-02-17 10:04:33.200000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,
62461,statechange,User_118,O_Cancelled,Offer,OfferState_470616468,complete,2016-02-17 10:04:33.214000+00:00,Remaining debt home,New credit,Application_449945337,15000.0,,,,,,,,Offer_960222463
81701,Created,User_1,A_Create Application,Application,Application_1082791049,complete,2016-01-28 22:07:37.710000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81702,statechange,User_1,A_Submitted,Application,ApplState_63178877,complete,2016-01-28 22:07:37.742000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81703,Created,User_1,W_Handle leads,Workflow,Workitem_1238365675,schedule,2016-01-28 22:07:38.072000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81704,Deleted,User_1,W_Handle leads,Workflow,Workitem_229575983,withdraw,2016-01-28 22:09:15.430000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81705,Created,User_1,W_Complete application,Workflow,Workitem_285759856,schedule,2016-01-28 22:09:15.438000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81706,statechange,User_1,A_Concept,Application,ApplState_667620262,complete,2016-01-28 22:09:15.444000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81707,Obtained,User_5,W_Complete application,Workflow,Workitem_2095335680,start,2016-01-30 12:11:14.846000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81708,Released,User_5,W_Complete application,Workflow,Workitem_768662593,suspend,2016-01-30 12:11:20.734000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81709,Obtained,User_5,W_Complete application,Workflow,Workitem_91723510,resume,2016-01-30 13:45:31.642000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81710,Released,User_5,W_Complete application,Workflow,Workitem_1666986496,suspend,2016-01-30 13:48:28.483000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81711,Obtained,User_10,W_Complete application,Workflow,Workitem_914123328,resume,2016-02-01 18:43:15.445000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81712,statechange,User_10,A_Accepted,Application,ApplState_765127237,complete,2016-02-01 18:49:21.319000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81713,Created,User_10,O_Create Offer,Offer,Offer_830116534,complete,2016-02-01 18:51:36.594000+00:00,Car,New credit,Application_1082791049,8000.0,8000.0,60.0,True,155.83,False,0.0,8000.0,
81714,statechange,User_10,O_Created,Offer,OfferState_1535819368,complete,2016-02-01 18:51:37.933000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,Offer_830116534
81715,statechange,User_10,O_Sent (mail and online),Offer,OfferState_2102576344,complete,2016-02-01 18:53:14.932000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,Offer_830116534
81716,Deleted,User_10,W_Complete application,Workflow,Workitem_1376899024,complete,2016-02-01 18:53:14.953000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81717,Created,User_10,W_Call after offers,Workflow,Workitem_1851671815,schedule,2016-02-01 18:53:14.963000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81718,Obtained,User_10,W_Call after offers,Workflow,Workitem_2032866701,start,2016-02-01 18:53:14.973000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81719,statechange,User_10,A_Complete,Application,ApplState_936272914,complete,2016-02-01 18:53:14.976000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81720,Released,User_10,W_Call after offers,Workflow,Workitem_1833047569,suspend,2016-02-01 18:55:19.726000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81721,Obtained,User_17,W_Call after offers,Workflow,Workitem_476887733,resume,2016-02-05 12:22:40.033000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81722,Released,User_17,W_Call after offers,Workflow,Workitem_1062708540,suspend,2016-02-05 12:23:04.370000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81723,statechange,User_1,A_Cancelled,Application,ApplState_1457246402,complete,2016-03-03 07:01:15.442000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
81724,statechange,User_1,O_Cancelled,Offer,OfferState_776196215,complete,2016-03-03 07:01:15.470000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,Offer_830116534
81725,Deleted,User_1,W_Call after offers,Workflow,Workitem_973987215,ate_abort,2016-03-03 07:01:15.481000+00:00,Car,New credit,Application_1082791049,8000.0,,,,,,,,
87198,Created,User_1,A_Create Application,Application,Application_1309054175,complete,2016-01-31 21:07:01.012000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87199,statechange,User_1,A_Submitted,Application,ApplState_758058244,complete,2016-01-31 21:07:01.055000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87200,Created,User_1,W_Handle leads,Workflow,Workitem_484453343,schedule,2016-01-31 21:07:01.705000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87201,Obtained,User_9,W_Handle leads,Workflow,Workitem_1360198808,start,2016-02-01 07:25:21.606000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87202,Deleted,User_9,W_Handle leads,Workflow,Workitem_1256322497,complete,2016-02-01 07:25:50.591000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87203,Created,User_9,W_Complete application,Workflow,Workitem_1445750391,schedule,2016-02-01 07:25:50.603000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87204,Obtained,User_9,W_Complete application,Workflow,Workitem_268898777,start,2016-02-01 07:25:50.606000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87205,statechange,User_9,A_Concept,Application,ApplState_70111831,complete,2016-02-01 07:25:50.613000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87206,Released,User_9,W_Complete application,Workflow,Workitem_55382496,suspend,2016-02-01 07:25:54.333000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87207,Obtained,User_41,W_Complete application,Workflow,Workitem_1260359399,resume,2016-02-01 19:53:06.518000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87208,Released,User_41,W_Complete application,Workflow,Workitem_1984851425,suspend,2016-02-01 19:53:31.415000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87209,Obtained,User_35,W_Complete application,Workflow,Workitem_957692617,resume,2016-02-02 08:21:14+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87210,Released,User_35,W_Complete application,Workflow,Workitem_970473833,suspend,2016-02-02 08:24:26.546000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87211,Obtained,User_7,W_Complete application,Workflow,Workitem_2078256245,resume,2016-02-02 15:34:22.242000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87212,statechange,User_7,A_Accepted,Application,ApplState_1599301771,complete,2016-02-02 15:47:29.893000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87213,Created,User_7,O_Create Offer,Offer,Offer_1846665801,complete,2016-02-02 15:58:51.028000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,1887.0,60.0,False,97.4,False,0.0,5000.0,
87214,statechange,User_7,O_Created,Offer,OfferState_1007102691,complete,2016-02-02 15:58:52.479000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,Offer_1846665801
87215,Created,User_7,O_Create Offer,Offer,Offer_619244460,complete,2016-02-02 16:07:19.292000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,1887.0,60.0,False,97.4,True,871.0,5000.0,
87216,statechange,User_7,O_Created,Offer,OfferState_1946785663,complete,2016-02-02 16:07:20.605000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,Offer_619244460
87217,statechange,User_7,O_Sent (mail and online),Offer,OfferState_1889110317,complete,2016-02-02 16:07:32.491000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,Offer_619244460
87218,Deleted,User_7,W_Complete application,Workflow,Workitem_1927964790,complete,2016-02-02 16:07:32.506000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87219,Created,User_7,W_Call after offers,Workflow,Workitem_267861805,schedule,2016-02-02 16:07:32.513000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87220,Obtained,User_7,W_Call after offers,Workflow,Workitem_674365396,start,2016-02-02 16:07:32.515000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87221,statechange,User_7,A_Complete,Application,ApplState_1885830559,complete,2016-02-02 16:07:32.516000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87222,Released,User_7,W_Call after offers,Workflow,Workitem_183924478,suspend,2016-02-02 16:12:55.986000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87223,Obtained,User_5,W_Call after offers,Workflow,Workitem_1185853609,resume,2016-02-09 09:36:03.363000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87224,Released,User_5,W_Call after offers,Workflow,Workitem_1597179533,suspend,2016-02-09 09:36:24.046000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87225,Deleted,User_112,W_Call after offers,Workflow,Workitem_1991472615,ate_abort,2016-02-10 12:01:01.496000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87226,Created,User_112,W_Validate application,Workflow,Workitem_1600219980,schedule,2016-02-10 12:01:01.534000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87227,Obtained,User_112,W_Validate application,Workflow,Workitem_1418959470,start,2016-02-10 12:01:01.541000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87228,statechange,User_112,A_Validating,Application,ApplState_1125045403,complete,2016-02-10 12:01:02.543000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87229,statechange,User_112,O_Returned,Offer,OfferState_1295704312,complete,2016-02-10 12:02:42.850000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,Offer_619244460
87230,Released,User_112,W_Validate application,Workflow,Workitem_1497376984,suspend,2016-02-10 12:03:55.681000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87231,Deleted,User_75,W_Validate application,Workflow,Workitem_27915993,ate_abort,2016-02-16 14:45:18.464000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87232,Created,User_75,W_Call incomplete files,Workflow,Workitem_1288886024,schedule,2016-02-16 14:45:18.474000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87233,Obtained,User_75,W_Call incomplete files,Workflow,Workitem_1613169791,start,2016-02-16 14:45:18.476000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87234,statechange,User_75,A_Incomplete,Application,ApplState_2136551901,complete,2016-02-16 14:45:18.482000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87235,Released,User_75,W_Call incomplete files,Workflow,Workitem_785884944,suspend,2016-02-16 14:45:30.757000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87236,Obtained,User_49,W_Call incomplete files,Workflow,Workitem_182367029,resume,2016-02-16 18:37:12.045000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87237,Released,User_49,W_Call incomplete files,Workflow,Workitem_1129945590,suspend,2016-02-16 18:47:08.432000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87238,Obtained,User_28,W_Call incomplete files,Workflow,Workitem_736745959,resume,2016-02-23 10:28:24.694000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87239,Released,User_28,W_Call incomplete files,Workflow,Workitem_701866398,suspend,2016-02-23 10:32:25.177000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87240,Obtained,User_92,W_Call incomplete files,Workflow,Workitem_2114435156,resume,2016-02-26 18:50:32.589000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87241,Released,User_92,W_Call incomplete files,Workflow,Workitem_184783536,suspend,2016-02-26 18:52:12.396000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87242,Deleted,User_114,W_Call incomplete files,Workflow,Workitem_250886104,ate_abort,2016-03-01 17:20:15.719000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87243,Created,User_114,W_Validate application,Workflow,Workitem_566980329,schedule,2016-03-01 17:20:15.759000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87244,Obtained,User_114,W_Validate application,Workflow,Workitem_676174056,start,2016-03-01 17:20:15.762000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87245,statechange,User_114,A_Validating,Application,ApplState_1435176134,complete,2016-03-01 17:20:15.833000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87246,Released,User_114,W_Validate application,Workflow,Workitem_2073785699,suspend,2016-03-01 17:21:39.009000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87247,Obtained,User_95,W_Validate application,Workflow,Workitem_22711747,resume,2016-03-02 14:00:51.995000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87248,Released,User_95,W_Validate application,Workflow,Workitem_1632963542,suspend,2016-03-02 14:02:04.527000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87249,Obtained,User_75,W_Validate application,Workflow,Workitem_737617239,resume,2016-03-03 06:42:20.215000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87250,Deleted,User_75,W_Validate application,Workflow,Workitem_2032595928,complete,2016-03-03 07:13:29.220000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87251,Created,User_75,W_Call incomplete files,Workflow,Workitem_587944055,schedule,2016-03-03 07:13:29.228000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87252,Obtained,User_75,W_Call incomplete files,Workflow,Workitem_802976130,start,2016-03-03 07:13:29.230000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87253,statechange,User_75,A_Incomplete,Application,ApplState_451412841,complete,2016-03-03 07:13:29.232000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87254,Released,User_75,W_Call incomplete files,Workflow,Workitem_356659630,suspend,2016-03-03 07:21:19.594000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87255,Deleted,User_4,W_Call incomplete files,Workflow,Workitem_853760334,ate_abort,2016-03-03 19:17:20.852000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87256,Created,User_4,W_Validate application,Workflow,Workitem_40910168,schedule,2016-03-03 19:17:20.859000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
87257,Obtained,User_4,W_Validate application,Workflow,Workitem_221614743,start,2016-03-03 19:17:20.862000+00:00,Existing loan takeover,New credit,Application_1309054175,5000.0,,,,,,,,
